日期,当日收盘价,当日涨跌幅(%)
2025-12-01,11298.65,
2025-12-02,11282.65,-0.14
2025-12-03,11436.15,1.36
2025-12-04,11472.0,0.31
2025-12-05,11644.75,1.51
2025-12-08,11692.65,0.41
2025-12-09,11563.35,-1.11
2025-12-10,11642.35,0.68
2025-12-11,11851.25,1.79
2025-12-12,11815.85,-0.3
2025-12-15,11774.15,-0.35
2025-12-16,11635.65,-1.18
2025-12-17,11719.85,0.72
2025-12-18,11705.0,-0.13
2025-12-19,11844.85,1.19
2025-12-22,11931.58,0.73
2025-12-23,12067.65,1.14
2025-12-24,12252.75,1.53
2025-12-29,12305.85,0.43
